Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,P,↑,←,D,→,↓,P,O,O
# O,#,D,↑,#,O,→,→,↓,O
# O,P,→,↑,P,O,#,P,↓,O
# O,→,↑,D,O,#,P,↓,←,O
# O,↑,D,↓,←,←,←,←,O,O
# O,↑,O,→,→,↓,D,O,→,E
# S,↑,O,O,O,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

53,10,1,0,0,0,17,3.878,0.5935673
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,→,→,→,↓,D,O,O,O
# O,O,↑,P,O,→,→,↓,D,O
# O,O,↑,←,D,O,P,→,↓,O
# O,#,O,↑,O,#,O,P,↓,O
# O,O,P,↑,O,#,D,↓,←,O
# O,P,→,↑,D,O,↓,←,→,E
# O,→,↑,#,O,O,↓,P,↑,O
# S,↑,D,O,O,#,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

54,10,1,0,0,0,16,3.852,0.5917107
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,D,O,#,D,O,P,O
# O,O,P,→,↓,D,→,→,↓,O
