Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
34,10,1,3,0,0,24.5,3.908,0.6015713
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,P,O,D,O,#,#,O
# O,→,→,↓,P,→,↓,O,O,O
# S,↑,D,→,→,↑,↓,D,O,O
# O,O,O,O,#,P,→,→,↓,O
# O,↓,←,←,P,O,O,P,↓,O
# O,↓,P,↑,←,←,←,←,←,O
# O,→,↓,D,→,→,↓,D,O,O
# O,#,→,→,↑,D,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

35,10,1,2,0,0,29,4.339,0.6080247
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,O,→,→,→,→,→,↓,O
# O,→,→,↑,D,#,O,D,↓,O
# O,↑,←,←,←,←,O,O,↓,O
# O,P,O,O,D,↑,#,#,↓,O
# O,→,↓,#,→,↑,P,#,↓,O
# S,↑,↓,P,↑,←,↓,←,←,O
# O,D,→,↓,D,↑,→,↓,P,O
# O,O,P,→,→,↑,D,→,→,E
# O,O,O,O,O,O,O,O,O,O

36,10,1,0,0,0,14.5,4.059,0.588007
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,D,O,D,O,#,D,O,O,O
# O,→,→,↓,P,#,→,→,↓,O
# S,↑,P,→,→,→,↑,P,↓,O
# O,O,O,O,O,#,P,↓,←,O
# O,O,O,O,O,D,↓,←,#,O
# O,O,O,D,↓,←,←,O,→,E
# O,#,O,O,→,↓,P,→,↑,O
# O,O,O,O,P,→,→,↑,D,O
# O,O,O,O,O,O,O,O,O,O

37,10,1,0,0,0,16,4.103,0.6157407
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,↓,P,O,O,P,O,#,O
# O,#,→,↓,D,O,→,↓,#,O
# O,O,P,↓,O,#,↑,↓,→,E
# O,D,↓,←,#,O,↑,→,↑,O
# O,↓,←,P,O,O,↑,D,O,O
# O,↓,P,O,O,O,↑,←,O,O
# O,→,→,→,↓,D,→,↑,P,O
# O,D,O,O,→,→,↑,D,O,O
# O,O,O,O,O,O,O,O,O,O

38,10,1,3,0,0,29.5,3.777,0.6012346
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,↓,O,D,O,O,→,→,↓,O
# O,→,→,→,→,→,↑,D,↓,O
# O,P,#,O,P,#,P,↓,←,O
# O,O,P,↓,←,←,←,←,O,O
# O,↓,←,←,O,D,O,D,O,O
# O,↓,D,#,D,O,O,→,↓,O
# O,→,↓,P,→,→,→,↑,↓,O
# O,#,→,→,↑,P,O,#,→,E
# O,O,O,O,O,O,O,O,O,O

39,10,1,1,0,0,23.5,4.019,0.6102293
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,D,→,→,↓,→,→,↓,P,O
# S,→,↑,P,↓,↑,D,→,↓,O
# O,↓,←,←,←,↑,O,D,→,E
# O,↓,P,#,#,↑,←,←,P,O
# O,→,→,↓,D,O,O,↑,←,O
# O,O,#,→,→,↓,P,→,↑,O
# O,O,#,D,↓,←,→,↑,D,O
# O,O,O,#,→,→,↑,P,O,O
# O,O,O,O,O,O,O,O,O,O

40,10,1,0,0,0,16,3.969,0.6067019
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,→,→,↓,D,#,#,O
# O,O,→,↑,P,→,↓,P,O,O
# O,#,↑,D,O,P,→,↓,#,O
# O,P,↑,←,←,←,O,↓,O,O
# S,↓,D,O,O,↑,D,→,↓,O
# O,→,↓,P,O,↑,←,D,↓,O
# O,O,→,→,→,→,↑,O,→,E
# O,#,O,D,O,O,P,O,O,O
# O,O,O,O,O,O,O,O,O,O

41,10,1,3,0,0,15.5,3.966,0.5958605
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,O,O,→,→,↓,P,#,O
# S,→,→,→,↑,P,→,↓,D,O
# O,O,D,↓,←,←,P,↓,#,O
# O,D,↓,←,#,↑,↓,←,O,O
# O,O,→,↓,P,↑,←,#,→,E
# O,↓,←,←,O,O,D,→,↑,O
# O,↓,D,#,→,→,→,↑,D,O
# O,→,→,→,↑,P,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

42,10,1,3,0,0,40,4.152,0.6020334
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,D,#,O,O,O,P,#,O
